Time Elapsed,Temperature,Humidity,Soil Moisture,Spray Count
30.20,71.20,
30.30,78.40,
30.30,79.90,
30.40,80.40,
30.50,81.00,
30.50,80.80,
30.50,81.30,
30.50,81.30,
30.40,81.80,
30.50,81.50,
30.50,81.80,
30.50,81.80,
30.50,81.70,
30.50,81.80,
30.50,84.80,
30.50,84.80,
30.50,82.00,
30.50,82.20,
30.50,81.50,
30.50,82.20,
30.50,82.20,
30.60,82.40,
30.50,82.20,
30.50,82.20,
30.50,82.40,
30.50,82.40,
30.50,82.40,
30.50,82.40,
30.50,82.40,
30.50,82.40,
30.50,84.80,
30.50,84.80,
30.50,82.40,
30.50,82.40,
30.50,82.40,
30.50,82.60,
30.50,82.60,
30.50,82.60,
30.50,82.60,
30.50,82.60,
30.50,81.00,
30.50,83.00,
30.50,82.60,
30.50,82.40,
30.50,81.70,
30.50,83.80,
30.50,82.80,
30.50,82.80,
30.50,82.60,
30.50,83.00,
30.50,82.40,
30.50,82.80,
30.50,82.40,
30.50,82.80,
30.50,82.60,
30.50,82.60,
30.50,84.10,
30.50,83.20,
30.50,81.70,
30.50,83.60,
30.50,82.60,
30.50,81.70,
30.50,82.40,
30.50,82.40,
30.50,82.60,
30.50,81.80,
30.50,82.40,
30.50,82.40,
30.50,82.60,
30.50,86.30,
30.50,82.60,
30.50,82.60,
30.50,83.00,
30.50,83.20,
30.50,82.80,
30.50,84.10,
30.50,82.60,
30.50,82.40,
30.50,82.60,
30.50,82.60,
30.50,83.00,
30.50,82.40,
30.50,82.80,
30.50,82.80,
30.50,82.60,
30.50,81.70,
30.50,82.80,
30.50,82.80,
30.50,82.60,
30.50,82.60,
30.50,82.60,
30.50,83.00,
30.50,82.60,
30.50,81.00,
30.50,82.60,
30.50,82.60,
30.50,83.20,
30.50,82.40,
30.50,82.80,
30.50,82.60,
30.50,82.60,
30.50,82.80,
30.50,82.60,
30.50,82.60,
30.50,82.60,
30.50,82.60,
30.50,82.80,
30.50,82.60,
30.50,82.80,
30.50,82.60,
30.50,83.20,
30.50,83.20,
30.50,82.80,
30.50,83.00,
30.50,82.80,
30.50,82.80,
30.50,82.20,
30.50,82.60,
30.50,82.00,
30.50,82.00,
30.50,83.20,
30.50,83.00,
30.50,84.10,
30.50,83.00,
30.50,82.60,
30.50,82.60,
30.50,81.80,
30.50,81.80,
30.50,82.80,
30.50,83.00,
30.50,83.20,
30.50,82.80,
30.50,81.20,
30.50,82.80,
30.50,82.80,
30.50,82.80,
30.50,83.00,
30.50,83.00,
30.50,81.80,
30.50,83.00,
30.50,81.50,
30.50,82.40,
30.50,83.00,
30.50,83.00,
30.50,82.80,
30.50,82.80,
30.50,82.20,
30.50,82.60,
30.50,82.40,
30.50,82.80,
30.50,82.80,
30.50,82.80,
30.50,82.80,
30.50,83.00,
30.50,83.20,
30.50,83.00,
30.50,81.30,
30.50,82.80,
30.50,83.00,
30.50,83.00,
30.50,82.60,
30.50,83.00,
30.50,82.80,
30.50,83.00,
30.50,81.70,
30.50,82.80,
30.50,83.00,
30.50,83.00,
30.50,82.80,
30.50,82.80,
30.50,83.00,
30.50,82.80,
30.50,82.60,
30.50,82.80,
30.50,83.20,
30.50,83.20,
30.50,83.00,
30.50,82.80,
30.50,81.50,
30.50,82.60,
30.50,82.80,
30.50,84.10,
30.50,82.80,
30.50,82.80,
30.50,83.60,
30.50,82.00,
30.50,82.60,
30.50,83.40,
30.50,82.40,
30.50,83.80,
30.50,82.60,
30.50,82.60,
30.50,82.60,
30.50,83.20,
30.50,82.80,
30.50,82.00,
30.50,82.60,
30.50,83.20,
30.50,82.80,
30.50,82.80,
30.50,82.60,
30.50,82.20,
30.50,82.40,
30.50,82.60,
30.50,82.60,
30.50,81.30,
30.50,82.60,
30.50,82.60,
30.50,81.30,
30.50,83.00,
30.50,82.60,
30.50,83.20,
30.50,82.40,
30.50,82.40,
30.50,82.60,
30.50,82.60,
30.60,82.20,
30.50,81.80,
30.50,82.80,
30.50,83.00,
30.60,82.60,
30.50,82.00,
30.50,82.60,
30.50,82.60,
30.50,80.50,
30.60,80.50,
30.60,82.60,
30.50,83.00,
30.60,82.60,
30.60,82.60,
30.50,82.80,
30.50,82.80,
30.50,81.70,
30.60,83.20,
30.60,82.60,
30.50,80.50,
30.50,82.60,
30.50,82.80,
30.60,82.60,
30.60,82.60,
30.60,82.40,
30.60,81.00,
30.50,82.60,
30.60,82.80,
30.50,82.40,
30.50,82.40,
30.50,82.60,
30.50,82.60,
30.50,80.50,
30.50,83.00,
30.60,82.60,
30.50,82.40,
30.50,82.60,
30.50,82.60,
